"genus_root","taxon_name","original_text","text","life_history_a","life_history_f","parasitic_a","parasitic_f","plant_growth_form_a","plant_growth_form_f","plant_growth_substrate_a","plant_growth_substrate_f","sex_type_a","sex_type_f","stem_growth_habit_a","stem_growth_habit_f","woodiness_a","woodiness_f","source"
"Acacia","Acacia longifolia","Description: Tall erect, or low bushy, spreading shrubs, 3-7 m high; branchlets angular, glabrous, or minutely pubescent when young; bark dark grey, roughened. Phyllodes linear-lanceolate, oblong, narrowly elliptic, or obovate-oblong, 6-15 cm long, 8-35 mm broad, straight or almost so, 2-3 prominent, longitudinal parallel veins with many fine anastomosing veins between the main ones, apex acuminate or obtuse, usually mucronate; glands small but conspicuous on the upper margin near base. Inflorescences simple, 1-2 per axil, sub-sessile; spikes rather dense or sometimes loose and interrupted, bright yellow, 2-4 cm long; receptacles glabrous; flowers 4-merous. Legumes 5-10 cm long, 4-6 mm broad, cylindrical, straight or slightly curved, beaked, striate, brown, margins constricted between seeds. Seeds longitudinal in legume, obloid-elliptic; funicle short much folded, thickened into a large turbinate aril which is nearly as large as the seed."," tall erect, or low bushy, spreading shrubs, 3-7 m high; ","perennial","inferred_from_growth_form","","","shrub","shrubs","","","","","erect spreading bushy","erect spreading bushy","woody","inferred_from_growth_form","SA_flora"
"Acacia","Acacia longifolia","Spreading shrub or erect tree, 1.5-10 m high. Phyllodes linear to elliptic, 5-20 cm long, 5-30 mm wide, mostly straight, acute or rounded-obtuse, sometimes abruptly contracted at the apex into a short mucro; primary veins 2-4, prominent, secondary veins prominent, often reticulate; gland basal or almost so. Spikes 1-2 per axil, 2-5 cm long, more or less sessile, bright yellow; rachis glabrous. Flowers 4-merous; sepals united, glabrous. Pods cylindric or subcylindric, 5-15 cm long, 4-10 mm wide, sometimes moniliform, commonly firmly coriaceous; seeds elliptic, sometimes irregular, 4-6 mm long, shiny, funicle folded several times into a thickened lateral skirt-like aril."," spreading shrub or erect tree, 1.5-10 m high. ","perennial","inferred_from_growth_form","","","shrub tree","shrub tree","","","","","erect spreading","erect spreading","woody","inferred_from_growth_form","VIC_flora"
"Acacia","Acacia longissima","Slender shrub or small spreading tree to 5 m high. Branchlets glabrous or very sparse appressed-puberulous. Stipules scarious, less than 0.5 mm long or obscure. Phyllodes linear to linear-elliptic, commonly straight, (6-) 10-20 (-30) cm long, 1-7 (-10) mm wide, mostly acute, thin, dark green, glabrous; 3-5 (-7) main longitudinal veins with central one the most prominent, 1-veined when very narrow, longitudinal anastomoses few or absent; margins yellow; gland obscure or absent; pulvinus present. Inflorescences simple, rarely short racemose; peduncles (3-) 4-10 mm long, glabrous or rarely sparsely appressed puberulous; receptacles glabrous or rarely sparsely hairy; spikes mostly twinned, interrupted, 2.5-5 cm long, white to pale yellow; bracteoles cupular, 0.3-0.5 mm long, glabrous or almost so. Flowers scattered, 4-merous; sepals united. Pods subterete, slightly constricted between seeds, straight to shallowly curved, 9-12 cm long, 2-4 mm wide. Seeds narrowly elliptic, 5-6 mm long, dull brown; funicle thick, folded about 6 times; aril turbinate."," slender shrub or small spreading tree to 5 m high. ","perennial","inferred_from_growth_form","","","shrub tree","shrub tree","","","","","spreading","spreading","woody","inferred_from_growth_form","Flora_of_Australia"
"Acacia","Acacia longissima","Description: Erect or spreading shrub or tree 2-6 m high; bark smooth, grey; branchlets angled or flattened towards apices, sparsely appressed-hairy to glabrous. Phyllodes linear, ± straight, (6-) 10-20 (-30) cm long, 1-6 mm wide, glabrous or with few appressed hairs, midvein prominent, minor longitudinal veins sparsely anastomosing, apex acute or subacute; glands absent; pulvinus 1-2 mm long. Inflorescences simple, 1 or 2 in axil of phyllodes or sometimes up to 3 on an axillary (sometimes indefinite) axis to 5 mm long; peduncles 3-10 mm long, sparsely hairy or glabrous; heads cylindrical, 2-5 cm long, pale yellow to ± white; flowers scattered on rachis. Pods straight or slightly curved, subterete, barely or slightly constricted between seeds, usually 6.5-14 cm long, 2-4 mm wide, firmly papery to thinly woody, longitudinally wrinkled-ridged when dry, sparsely appressed-hairy; seeds longitudinal; funicle thick and folded several times."," erect or spreading shrub or tree 2-6 m high; ","perennial","inferred_from_growth_form","","","shrub tree","shrub tree","","","","","erect spreading","erect spreading","woody","inferred_from_growth_form","PlantNET_flora"
"Acacia","Acacia parramattensis","Shrub or tree to 15 m high. Bark smooth or fissured, black, brown or green. Branchlets almost terete or slightly angular, with ridges, appressed-puberulous with grey, white or yellow hairs, glabrescent, non-glaucous. Young foliage-tips yellow, velvety-pubescent. Leaves subcoriaceous, dark green; petiole above pulvinus (0.5-) 1-2.3 cm long, with a glabrous or sparsely puberulous gland at base of (or to 5 mm below) lowest pair of pinnae; rachis (1.5-) 3.5-11 cm long, with a depressed-oblong or depressed-spherical gland at the base of each pair of pinnae, sometimes with 1 or rarely 2 smaller interjugary glands between pairs; pinnae (3-) 6-16 pairs, (1.5-) 2.5-6 cm long; pinnules (14-) 20-40 (-62) pairs, cultrate to linear, 2-7 (-9) mm long, 0.5-1 mm wide, glabrous except along margins, broadly rounded or subacute apically. Inflorescences rarely in axillary racemes, mostly in terminal or axillary false-panicles. Heads globular, 20-40-flowered, pale yellow. Pods submoniliform, ±flat, 2.5-11 cm long, 3.5-8 mm wide, coriaceous, black or brown, grey-puberulous, glabrescent."," shrub or tree to 15 m high. ","perennial","inferred_from_growth_form","","","shrub tree","shrub tree","","","","","","","woody","inferred_from_growth_form","Flora_of_Australia"
"Acacia","Acacia parramattensis","Description: Erect shrub or tree 2-15 m high; bark smooth or fissured, greenish black or dark brown to black; branchlets ± terete with low ridges, often somewhat angled towards apices, minutely appressed-hairy to glabrous. Leaves with petiole 0.5-2 cm long, usually 1 gland at base of or to c. 5 mm below lowermost pair of pinnae; rachis 1.5-10 cm long (usually > 3 cm long), with minute appressed hairs mostly sparse to ± glabrous, jugary glands present, 1 or rarely 2 interjugary gland(s) between some or all pairs of pinnae or absent (often irregularly present on only some leaves); pinnae 3-16 pairs, 1.5-6 cm long; pinnules mostly 20-40 pairs (range: 14-62 pairs), ± narrowly oblong to very narrowly oblong, 2-7 mm long (occasionally to 9 mm long), 0.5-1 mm wide, usually appressed-ciliate. Inflorescences in axillary and terminal panicles or racemes; peduncles 3-8 mm long, appressed-hairy to ± glabrous; heads globose, 25-50-flowered, 4-7.5 mm diam., pale to bright yellow. Pods straight to curved, ± flat, submoniliform, 2.5-11 cm long, 3.5-8 mm wide, leathery, sparsely hairy with appressed minute hairs; seeds longitudinal; funicle filiform."," erect shrub or tree 2-15 m high; ","perennial","inferred_from_growth_form","","","shrub tree","shrub tree","","","","","erect","erect","woody","inferred_from_growth_form","PlantNET_flora"
"Acacia","Acacia podalyriifolia","Spreading tree 3-7 m high. Branchlets pruinose, ± velvety with dense straight soft and spreading hairs, very rarely glabrous. Phyllodes elliptic to widely elliptic, oblong-elliptic, ovate or sometimes obovate, 2-4 (-6) cm long, 1-2.5 (-3) cm wide, l: w normally 1.5-2.5, mucronate, thin, usually silvery grey to glaucous, with indumentum as on branchlets but sparser, sometimes glabrescent, with slightly excentric midrib, finely penniveined; gland normally inconspicuous and 8-18 mm above pulvinus; pulvinus 1-2 mm long. Inflorescence racemose; raceme axes 2-11 cm long, exceeding phyllodes, with indumentum similar to branchlets; peduncles (3-) 5-10 mm long, with indumentum similar to branchlets; heads showy, fragrant, globular, 15-30-flowered, bright light golden. Flowers 5-merous; sepals united. Pods to 12 cm long, 1.5-2 cm wide, thinly coriaceous, velvety and pruinose when young, sometimes glabrous with age, dehiscing unilaterally; margins often undulate. Seeds longitudinal, oblong, 6-7.5 mm long, dull, black; aril clavate."," spreading tree 3-7 m high. ","perennial","inferred_from_growth_form","","","tree","tree","","","","","spreading","spreading","woody","inferred_from_growth_form","Flora_of_Australia"
"Acacia","Acacia podalyriifolia","General Biology. Growth form. Shrub/Small tree. Reproduction. Seed. Dispersal. Water, bird, ants, soil movement, garden refuse. Time to first flowering. 2 years. Vegetative regeneration strategy. Does not resprout or produce root suckers. Seedbank persistence. Long, 5+ years. Fire response. Fire stimulates mass germination of soil stored seed and kills adult plants."," general biology. growth form. shrub/small tree. reproduction. seed. dispersal. ","perennial","inferred_from_growth_form","","","shrub tree","shrub tree","","","","","","","woody","inferred_from_growth_form","Florabase_long"
"Acacia","Acacia podalyriifolia","Spreading tree, to 7 m high, glaucous, densely hairy phyllodes and flat, wide pods. Fl. yellow, May to Aug. Grey sand, lateritic loam."," spreading tree, to 7 m high, glaucous, ","perennial","inferred_from_growth_form","","","tree","tree","","","","","spreading","spreading","woody","inferred_from_growth_form","Florabase_short"
"Acacia","Acacia podalyriifolia","Description: Tree or shrub 2-6 m high; bark smooth or finely fissured, grey; branchlets ± terete, ± hairy with erect to spreading hairs, pruinose. Phyllodes elliptic to broadly elliptic or ovate, ± straight, 2-5 cm long, 10-25 mm wide, silvery grey to glaucous, glabrescent except for hairs on margins, midvein prominent and slightly towards upper margin, finely penniveined, apex acute to obtuse with a mucro; 1 inconspicuous gland 8-25 mm above pulvinus; pulvinus 1-2 mm long. Inflorescences 8-22 in an axillary raceme; axis 2-11 cm long; peduncles 3-10 mm long, hairy; heads globose, 15-30-flowered, 5-8 mm diam., bright yellow. Pods straight or twisted, ± flat, ± straight-sided to variably constricted between seeds, 5-12 cm long, 10-22 mm wide, thinly leathery, ± pruinose, ± velvety, sometimes glabrescent; seeds longitudinal; funicle filiform or expanded towards seed."," tree or shrub 2-6 m high; ","perennial","inferred_from_growth_form","","","shrub tree","shrub tree","","","","","","","woody","inferred_from_growth_form","PlantNET_flora"
"Acacia","Acacia podalyriifolia","Description: A bushy tree to 5 m, branchlets terete, hoary with dense, erect, white hairs. Phyllodes elliptic or ovate, mostly acute, asymmetric the midrib nearer the upper margin, penniveined 2-5 cm long, 1-2 cm wide, glaucous and with variously dense, stiff, erect, white hairs; gland inconspicuous.Inflorescence of simple or branched racemes from the upper leaf axils giving a showy paniculate effect; axis 5-9 cm long with 10-20 heads of flowers; peduncles 4-7 mm long. Flowers 20-30 per head, 5-partite, bright yellow.Legume to 9 cm long, 2 cm broad, glaucous, densely pubescent at first with stiff erect white hairs, flat with prominent undulate margin. Seeds longitudinal, 6-7 mm long, 3-4 mm broad; funicle thickened into a clavate aril."," a bushy tree to 5 m, branchlets terete, hoary with dense, erect, ","perennial","inferred_from_growth_form","","","tree","tree","","","","","erect dense bushy","erect dense bushy","woody","inferred_from_growth_form","SA_flora"
"Acacia","Acacia podalyriifolia","Shrub or tree 2-6 m high; branchlets ± terete, pruinose with dense soft, spreading hairs. Phyllodes elliptic to broadly elliptic or ovate, 2-5 cm long, 10-25 mm wide, silvery-grey to glaucous, softly hairy, becoming glabrescent, acute to obtuse, mucronate; pinnately veined, midrib prominent and situated slightly more towards the adaxial margin; gland not prominent, 8-25 mm above the pulvinus. Racemes with rachis 2-11 cm long, pruinose, covered with soft spreading hairs; peduncles 5-10 mm long, pruinose, covered with soft spreading hairs; heads globular, 15-30-flowered, bright yellow. Flowers 5-merous, sepals united. Pods oblong, 5-12 cm long, 10-22 mm wide, thinly coriaceous, pruinose, velvety, becoming glabrescent; seeds longitudinal, oblong, 6-7.5 mm long, dull, black, aril clavate. Flowers Jun.-Aug."," shrub or tree 2-6 m high; ","perennial","inferred_from_growth_form","","","shrub tree","shrub tree","","","","","","","woody","inferred_from_growth_form","VIC_flora"
"Acacia","Acacia pubescens","Weeping shrub 1-5 m high. Bark smooth, brownish grey. Branchlets ±terete with low ridges, dark brown or dark red-brown, ± villous. Young foliage-tips silvery or yellowish white, villous. Leaves herbaceous, bright green above, paler beneath, subsessile with basal pinnae arising ± immediately or rarely to 0.7 mm above pulvinus, sometimes with a gland at basal pinnae; rachis 1.5-6.6 cm long, ridged, ± villous, mostly eglandular, sometimes with a spherical or ellipsoid pale brown or blackish gland at base of terminal pinnae or rarely 2-6 upper pinnae; pinnae 3-12 pairs, 0.5-2.5 cm long, basal pairs shorter than others; pinnules 5-20 pairs, cultrate to ± oblong, 1.5-5 mm long, 0.4-1 mm wide, 1-veined, glabrous, acute or subacute. Inflorescences in axillary racemes or terminal false-panicles. Heads 8-16-flowered, golden. Pods 1.5-8 cm long, 4-6.5 mm wide, subcoriaceous, bluish, bluish brown or almost black, ± pruinose."," weeping shrub 1-5 m high. ","perennial","inferred_from_growth_form","","","shrub","shrub","","","","","","","woody","inferred_from_growth_form","Flora_of_Australia"
